"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Aker";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Aker";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Aker";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Aker";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Middelveldsche Akerpolder";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Middelveldsche Akerpolder";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Middelveldsche Akerpolder";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Middelveldsche Akerpolder";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Middelveldsche Akerpolder";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Aker-West";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Aker-West";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Aker-West";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Aker-West";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Aker-West";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Aker-Oost";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Aker-Oost";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Aker-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Aker-Oost";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Aker-Oost";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Punt";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Punt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Punt";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Punt";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Punt";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bedrijvencentrum Osdorp";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bedrijvencentrum Osdorp";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bedrijvencentrum Osdorp";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bedrijvencentrum Osdorp";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijvencentrum Osdorp";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dijkgraafpleinbuurt";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dijkgraafpleinbuurt";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dijkgraafpleinbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dijkgraafpleinbuurt";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dijkgraafpleinbuurt";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Osdorp-Midden";"      61"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Osdorp-Midden";"      47"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Osdorp-Midden";"      65"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Osdorp-Midden";"      86"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Osdorp-Midden";"      71"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Reimerswaal";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Reimerswaal";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Reimerswaal";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Reimerswaal";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Reimerswaal";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Botteskerkbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Botteskerkbuurt";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Botteskerkbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Botteskerkbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Botteskerkbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zuidwestkwadrant-Noord";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zuidwestkwadrant-Noord";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zuidwestkwadrant-Noord";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zuidwestkwadrant-Noord";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidwestkwadrant-Noord";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zuidwestkwadrant-Zuid";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zuidwestkwadrant-Zuid";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zuidwestkwadrant-Zuid";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zuidwestkwadrant-Zuid";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidwestkwadrant-Zuid";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Osdorp-Oost";"      79"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Osdorp-Oost";"      81"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Osdorp-Oost";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Osdorp-Oost";"     100"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Osdorp-Oost";"      88"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Wildeman";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Wildeman";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Wildeman";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Wildeman";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Wildeman";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Meer en Oever";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Meer en Oever";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Meer en Oever";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Meer en Oever";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Meer en Oever";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Osdorpplein e.o.";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Osdorpplein e.o.";"      28"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Osdorpplein e.o.";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Osdorpplein e.o.";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Osdorpplein e.o.";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Calandlaan/Lelylaan";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Calandlaan/Lelylaan";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Calandlaan/Lelylaan";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Calandlaan/Lelylaan";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Calandlaan/Lelylaan";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Osdorp-Zuidoost";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Osdorp-Zuidoost";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Osdorp-Zuidoost";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Osdorp-Zuidoost";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Osdorp-Zuidoost";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Slotervaart-Noord";"      67"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Slotervaart-Noord";"      71"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Slotervaart-Noord";"      89"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Slotervaart-Noord";"     103"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Slotervaart-Noord";"      92"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oostoever Sloterplas";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oostoever Sloterplas";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oostoever Sloterplas";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oostoever Sloterplas";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostoever Sloterplas";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Emanuel van Meterenbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Emanuel van Meterenbuurt";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Emanuel van Meterenbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Emanuel van Meterenbuurt";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Emanuel van Meterenbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Jacob Geelbuurt";"      55"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Jacob Geelbuurt";"      55"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Jacob Geelbuurt";"      71"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Jacob Geelbuurt";"      74"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Jacob Geelbuurt";"      71"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Overtoomse Veld";"     116"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Overtoomse Veld";"     105"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Overtoomse Veld";"     115"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Overtoomse Veld";"     192"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Overtoomse Veld";"     117"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Lucas/Andreasziekenhuis e.o.";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Lucas/Andreasziekenhuis e.o.";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Lucas/Andreasziekenhuis e.o.";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Lucas/Andreasziekenhuis e.o.";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Lucas/Andreasziekenhuis e.o.";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Overtoomse Veld-Noord";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Overtoomse Veld-Noord";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Overtoomse Veld-Noord";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Overtoomse Veld-Noord";"      65"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Overtoomse Veld-Noord";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rembrandtpark-Noord";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rembrandtpark-Noord";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rembrandtpark-Noord";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rembrandtpark-Noord";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rembrandtpark-Noord";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Overtoomse Veld-Zuid";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Overtoomse Veld-Zuid";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Overtoomse Veld-Zuid";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Overtoomse Veld-Zuid";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Overtoomse Veld-Zuid";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rembrandtpark-Zuid";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rembrandtpark-Zuid";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rembrandtpark-Zuid";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rembrandtpark-Zuid";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rembrandtpark-Zuid";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Johan Jongkindbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Johan Jongkindbuurt";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Johan Jongkindbuurt";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Johan Jongkindbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Johan Jongkindbuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Slotervaart-Zuid";"      71"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Slotervaart-Zuid";"      59"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Slotervaart-Zuid";"      98"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Slotervaart-Zuid";"      94"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Slotervaart-Zuid";"      96"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Louis Crispijnbuurt";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Louis Crispijnbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Louis Crispijnbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Louis Crispijnbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Louis Crispijnbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Jacques Veltmanbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Jacques Veltmanbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Jacques Veltmanbuurt";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Jacques Veltmanbuurt";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Jacques Veltmanbuurt";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Medisch Centrum Slotervaart";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Medisch Centrum Slotervaart";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Medisch Centrum Slotervaart";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Medisch Centrum Slotervaart";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Medisch Centrum Slotervaart";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Staalmanbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Staalmanbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Staalmanbuurt";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Staalmanbuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Staalmanbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Westlandgracht";"     145"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Westlandgracht";"     117"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Westlandgracht";"     218"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Westlandgracht";"     175"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Westlandgracht";"     190"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Schipluidenbuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Schipluidenbuurt";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Schipluidenbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Schipluidenbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Schipluidenbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Koningin Wilhelminaplein";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Koningin Wilhelminaplein";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Koningin Wilhelminaplein";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Koningin Wilhelminaplein";"      54"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Koningin Wilhelminaplein";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Andreasterrein";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Andreasterrein";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Andreasterrein";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Andreasterrein";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Andreasterrein";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Delflandpleinbuurt-West";"      56"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Delflandpleinbuurt-West";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Delflandpleinbuurt-West";"      84"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Delflandpleinbuurt-West";"      60"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Delflandpleinbuurt-West";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Delflandpleinbuurt-Oost";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Delflandpleinbuurt-Oost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Delflandpleinbuurt-Oost";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Delflandpleinbuurt-Oost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Delflandpleinbuurt-Oost";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Riekerhaven";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Riekerhaven";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Riekerhaven";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Riekerhaven";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Riekerhaven";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloten/Nieuw-Sloten";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloten/Nieuw-Sloten";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloten/Nieuw-Sloten";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloten/Nieuw-Sloten";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloten/Nieuw-Sloten";"      63"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dorp Sloten";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dorp Sloten";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dorp Sloten";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dorp Sloten";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dorp Sloten";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Nieuw-Sloten-Noordwest";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Nieuw-Sloten-Noordwest";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Nieuw-Sloten-Noordwest";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Nieuw-Sloten-Noordwest";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuw-Sloten-Noordwest";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Nieuw-Sloten-Noordoost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Nieuw-Sloten-Noordoost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Nieuw-Sloten-Noordoost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Nieuw-Sloten-Noordoost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuw-Sloten-Noordoost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Nieuw-Sloten-Zuidwest";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Nieuw-Sloten-Zuidwest";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Nieuw-Sloten-Zuidwest";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Nieuw-Sloten-Zuidwest";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuw-Sloten-Zuidwest";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Belgiëplein e.o.";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Belgiëplein e.o.";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Belgiëplein e.o.";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Belgiëplein e.o.";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Belgiëplein e.o.";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Nieuw-Sloten-Zuidoost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Nieuw-Sloten-Zuidoost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Nieuw-Sloten-Zuidoost";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Nieuw-Sloten-Zuidoost";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Nieuw-Sloten-Zuidoost";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterweg e.o.";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterweg e.o.";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterweg e.o.";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterweg e.o.";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterweg e.o.";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Park Haagseweg";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Park Haagseweg";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Park Haagseweg";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Park Haagseweg";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Park Haagseweg";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Riekerpolder";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Riekerpolder";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Riekerpolder";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Riekerpolder";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Riekerpolder";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Nieuwe Meer";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Nieuwe Meer";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Nieuwe Meer";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Nieuwe Meer";"       6"
